id,seeker_post,response_post
5632,Once when I was younger I went to a friends 16th birthday and had a crazy experiene happen,What happened?
5634,we were walking in the front door and it had a glass door apparently but I didn't see it. It was a very clean door. LOL. Later on that night I won a door prize. which was pretty funny],What did you win?
5636,I went camping the other day and had a rlly bad experience during it.,Why what happened?
5638,I ended up getting lost for a bit in the woods which was not fun. Luckily_comma_ I made it back to my group at some point.,Oh sounds scary! I would have been scared.
5640,I'm pretty satisfied with all the house work I got done today. Yard is mowed and the house is clean!,That's great_comma_ I wish I had been that productive today. Maybe I still have time for a load of laundry. Good job_comma_ you.
5642,Thanks! You should! Better now than tomorrow is my motto!,I just haven't been feeling too great today. Maybe your right though an easy task might make me feel better and get a head start for tomorrow.
5644,Every single person I know got to go on a vacation this year except for me.,I'm so sorry to hear that. Is there a reason why you couldn't?
5646,I just don't have the funds or time away from work. Even my sister and her husband_comma_ who are as broke as me_comma_ went on one.,To be fair_comma_ travelling is expensive and probably overrated to a certain extent. I hope you do find the time to take some time away from work so you can enjoy yourself though.
5648,I have interviews next week,Is it for a job?
5650,Yes - I feel confident about it,What kind of job is it for?
5652,My dogs tail breaks everything in my house!,Can't those be clipped? I've never had a dog
5654,well i feel like he is a little too old for that now_comma_ but yeah they can,Oh. Maybe you should buy plastic stuff then lol
5656,One of my coworker's has been over 34 minutes late everyday for almost a month now. It's driving me crazy_comma_ and giving me so much more work to do.,Aw dang_comma_ that must really be pain for you. Have you talked with anyone else about this? I'm sure other people are having problems with this coworker also .
5658,Oh yeah_comma_ it's been bothering everyone_comma_ but he is a friend of the manager_comma_ so he won't fire him. At this point me and the other employees are planning on taking it to corporate to get this resolved.,Ohhhhhhh_comma_ yeah that's really hard on everyone then. Taking it to corporate would be a good idea to help the company and the workers_comma_ if you need to vent out any more frustrations_comma_ just let me know!
5660,Ill never forget the day that my little puppy died of cancer.,I would have cried for years.
5662,Literally never have been the sane_comma_ But its a life lesson.,Life does throw things at us.
5664,My dog decided to take a break from potty training and go all over my house while I was at work. Little devil,well_comma_ something must have gone wrong somehow_comma_ I think you should talk to your vet doctor
5666,I will later today_comma_ but I suspect he got into something he shouldn't have. No more free roaming for a while,Yes I think you can try chaining it
5668,I wish I can get the part I want,A part in what?
5670,The community play,What play is it?
5672,I went on my first rollercoaster ride about a month ago,Neat_comma_ did you like it/
5674,Not at first! It was soooo scary!!,Yeah_comma_ my first one was too. I can't stand if they stay upside down too long.
5676,I know right??!! I'll go again though!,Fun
5679,When I was pretty young_comma_ I witnessed my cousin fall and break her arm. It was completely disfigured and bent in odd ways. It grossed me out so bad I nearly vomitted.,i bet it did i would be too
5681,Good thing she had no permanent damage though. But that memory is scarred into my brain!,i bet it is_comma_ good luck with tha
5683,I've already been shopping for christmas_comma_ I'm excited!,i can't believe christmas is in 4 months it's crazy
5685,I know_comma_ it's my favourite time of year! Makes me happy :),mine is the fall. halloween_comma_ thanksgiving....what's not to love.
5687,does it bother you _comma_ when you are single and all your friends are in relationships and happy _comma_ its kind of annoying lol,YEs because they never want to hang out unless they bring their partner lol
5689,exactly _comma_ you get me its annoying lol,I've been in that situation many times lol
5691,I really get scared when I am around dogs.,Some dogs can be very intimidating. I can understand that. Did something bad happen?
5693,I got bite by a dog when I was little.,That can be traumatizing to a young person. I hope you can one day overcome your fear. Most dogs are very friendly.
5695,My neighbor keeps parking his car in front of my house instead of his own and it obstruct my view of the park in front of my house. Man_comma_ it bothers me so much!,Ugh that is so annoying! Have you confronted him about it yet?
5697,Yes! He just doesn't care though since it is technically a valid parking spot.,Wow what a jerk...sorry you have to deal with that. I hope you can resolve that situation somehow.
5699,When I was 22_comma_ I had a surprise birthday party!,What happened on it?
5701,Everyone showed up at my house with cakes and presents!,Wow_comma_ sounds like you have good fiends_comma_ and it was fun.
5703,One time my family went out to vacation and I was home alone with no friends,Oh no_comma_ they went on vacation without you??
5705,Yes_comma_ I had to work and could not get time off!,Oh no that sucks_comma_ I am sorry that you had to stay home alone. What did you do to entertain yourself?
5707,I am realizing that my kids are getting older and gonna leave me soon,its almost party time!
5709,They already leave every weekend to hang out,ah
5712,I have really wished to have one ever since I lost the one my mum bought during my convocation,What are you talking about?
5714,I am talking about a gold watch my grandma bought for me,Oh ok. That's awesome. It's nice to have something of value.
5716,My brother has developed a habit of prank calling me.,That would be annoying.
5718,Yea_comma_ occasionally it is funny but most of the time it is bothersome.,That would be bothersome_comma_ especially if it's taking away from your time.
5720,I just bought an Xbox! I've never owned a gaming console before,Excellent! Are you enjoying it?
5722,I am! I bought Halo and am ready to ride.,Sick. I hope it's as fun as it looks!
5724,It is funny how you can be going through life thinking everything is great_comma_ and then one day you find a nude of another dude that isn't you on your wife's computer. Makes for a wonderful day!,Maybe she does not have the hots for you anymore.
5726,It is funny how you can be going through life thinking everything is great_comma_ and then one day you find a nude of another dude that isn't you on your wife's computer. Makes for a wonderful day!,yes_comma_ i understood the first time.
5729,An old friend wanted to get together. IT was a guy_comma_ and he was someone I was involved with. I knew it would bother my husband so I didn't meet with him.,That's the best decision. I know mine wouldn't either. If he is a good guy_comma_ he will understand.
5731,I didn't want to make my husband uncomfortable_comma_ even if it would have been nice to catch up. But I have to respect him.,That's good. No sense in rocking the boat.
5733,i grew up playing video games all my life_comma_ every time i go to a laundermat or just happen to come across an old arcade at a bar it brings back good memories,I remember those good times too_comma_ playing video games is a lot of fun.
5735,i dont have as much time like when i was a kid_comma_ but i played street fighter yesterday for like 24 minutes with my friend _comma_ and boy did we have fun,That's awesome_comma_ I love fighting games.
5737,I passed my final! I'm glad my hard work paid off.,Congratulations! Was it your last final?
5739,One of my last ones... many sleepless nights paid off,Good luck. It'll be worth it.
5741,i was mad when i couldnt leave work on time,That really stinks. Why couldn't you leave work?
5743,too much work,Man that really stinks. I hope that you didn't stay too late
5745,thank you,you're welcome_comma_ but for what?
5747,nothing,ok then lol
5749,I really wish my fish was still alive.,That's sad_comma_ when did it died?
5751,He died two weeks ago.,Of natural causes?
5753,I lived by myself during my twenties but didn't like it at all. The house was always empty.,My friend and I were out at the bars one night_comma_ doing the usual young people thing. They had been acting off a little all night_comma_ and when I asked if they were okay_comma_ they told me everything was fine. I knew this wasn't true since I had known this person for years_comma_ but the night came to a close and we got a cab home.
5755,Well_comma_ I'm glad it worked out well in the end. I on the other hand didn't have friends waiting for me home and felt kind of empty.,I'm sorry you felt that way. Is it any better now?
5757,I would love to buy a travel trailer_comma_ but I'm not sure if it would be a good idea.,oh yea whys that?
5759,i have heard they aren't good quality. They have lots of problems.,oh that makes a lot of sense
5761,The other day when I was cleaning I came across an old keychain my dad gave me when I was younger_comma_ it was nice to see.,Thats good that you found the keychain
5763,Yeah it meant a lot to me - almost like a sign!,that's very good! Always nice to find those old lost items.
5765,My cat dragged a freakin OWL into the house through the dog door the other night. I came home at midnight to a pitch black house_comma_ went up the stairs_comma_ and something flew over my darn head. Turned the light on and he was staring back at me...,hahahaha that's so funny. Did you get it out of the house?
5767,Yeah_comma_ my brother helped me. Made up some contraption with a fishing net and tying some wire around the netting_comma_ so when you pulled on the wire_comma_ it snapped the netting opening shut. Then we transferred it into a trash bag and let it loose. That thing was so spooky man. Cats... bleh.,Dang that's creative!!
5769,Many years ago_comma_ I fell in love with a beautiful woman with whom I was totally entranced. We were together for about three months_comma_ then she suddenly cut things off. She had told me she loved me. But in our final conversation_comma_ she denied ever having said so.,That is really mean. I am sorry.
5771,It was a long time ago. It took a long time to get over her_comma_ though. I've never again been as deeply in love as I was with her.,That is so sad. Have you seen or heard from her again?
5774,madden came out today_comma_ i was so stoked,I love Madden_comma_ I can't wait to play it!
5776,it is the best one they have made in years,I am so jealous!
5778,At work_comma_ I am often the only employee in my building.,Why is that?
5780,It's a small company and the other folks in my department just work part time.,Oh wow_comma_ you must have a lot of responsibility there!
5783,I was so sad my girlfriend left me last week. I miss her terribly.,That is awful to hear about. Were you guys together for a long time?
5785,Yeah over a year. I wish she gives me one more chance. I can't live without her.,You may try talking to her or taking her out for a nice_comma_ quiet dinner. Some problems can be worked through with good communication.
5787,my tv keeps getting cut off_comma_ though Ive never missed a payment.,Maybe yo have a bad signal
5789,Im thinking something like that may be the case_comma_ IU am going to keep trying different fixes_comma_ \,My tv sed to do that. Then they moved my satellite
5791,I'm going to be really upset if I get passed over for another promotion. I've paid my dues.,That is so hard_comma_ to feel like you've been looked over. Have you been able to have conversations with leadership as to why that might be the case?
5793,Yeah_comma_ but nothing seems to change. After you talk to them things go back to normal and other people get rewarded.,Does that make you curious to look elsewhere? It sounds like it's maybe not the best place?
5795,I can't wait for tomorrow_comma_we are going to Barbados for vacation as a family.,Oh how nice_comma_ how long are you staying?
5797,Just for a week.,That sounds exciting I hope you have a lot of fun!
5799,My favorite restaruant closed down_comma_ so I'm trying a new one.,That's unfortunate! What style food did your favorite restaurant serve?
5801,dim sum. I looked forward to it every weekend.,Dim sum_comma_ huh? I haven't heard of that before. What exactly is that?
5803,One time there was a stray cat hiding from a dog in my front door,Wow! Did you try to get it out?
5805,Yup_comma_ I adopted it and he's my pet now!,That's amazing! He probably loves you so much
5807,I feel pretty confident about asking for a raise_comma_ I think I deserve it a lot,I feel like you should to if you know you work hard go for it.
5809,I am planning on it_comma_ I hope my boss is receptive,Maybe go to HR I had to do that for my raise and they spoke to my supervisor and he agreed.
5811,I was heartbroken when my grandmother passed away_comma_ I did not know what to do,that is sad i wish you and your family the best of wishes
5813,Thank you_comma_ it still hurts me a lot some days,that is normal when you lose someone_comma_ but time heals everything
5815,So_comma_ is it wrong to not want your child to join a sport because you just don't want to have to take them to practices?,Haha! No! It's not wrong! My son played travel baseball for 6 years and we spent 6 days a week at the ballfields!
5817,That sounds awful! I feel a bit ashamed_comma_ but I really just want to talk him out of doing it.,It's a huge commitment for him and you! If you don't think you can do it_comma_ I wouldn't sign him up. There's no shame in that!
5820,I am so happy with my life right now!,Oh that's good! Any special reason?
5822,I recently had a son and my marriage is going great!,Oh that is wonderful news! Congratulations!
5824,I was heartbroken when my grandmother passed away_comma_ I am still not over it,I am so very sorry for your loss. I lost my mom last year.
5826,Wow_comma_ I am sorry to hear that_comma_ I hope you can cope,It is a very long process_comma_ but it is true that time does help a tiny bit.
5828,I let my cousin borrow my car. I regret doing that.,Oh no_comma_ what happened to the car?
5830,It was filled with used diapers!,Wow_comma_ that is so disgusting.
5833,I have had extra money to save up the past few weeks!,Are you svaing for something particular?
5835,Everything and anything. Because it all happens constantly in life,Thats so true
5837,I loaned some money to my friend at work. Turns out he quit a couple days ago and I won't be getting my money back as I have no way of contacting him..,Wow! What a jerk for him to up and leave with no way to contact him. Was it a lot of money?
5839,It was a medium amount of money but still_comma_ he did me so dirty.,I'm so sorry_comma_ you should see if you can find him on social media!
5841,I have all my ingredients ready for the baking contest tomorrow! I am so excited to cook against high class chefs,You sound prepared for it! Im sure you have practiced.
5843,Yes I have I can decorate a cake in less than 34 minutes! :),Very nice! Keep the confidence and dont doubt yourself tomorrow.
5845,I uber food fom McDonalds often. I have never gotten a bad order yet. WEird huh,that's really good! Have you been driving distracted when you uber?
5847,I don't drive. I order the food lol.,oh okay sorry_comma_ i was just a little distracted about my car accident the other day.
5849,Sorry to hear that,this semi pushed us off the road I'm still a little freaked out about it
5852,I forgot to put on my e-brake in my car the other day.,Wow! How did that work out for you?
5854,Not well_comma_ it was pretty awful watching my 1.3 million dollar ferrari f44 roll into the lake.,I'm sorry to hear that. You have to be more careful.
5856,I lost my credit card this weekend and then in the worst place Walmart.,Did you get it all straightened out?
5858,Yes I was very stun someone did a good deed and turned it in with my wallet and all the money in it I was very grateful.,Wow that is awesome_comma_ too rare in these times_comma_ count your lucky stars!
5860,my little brother dumped a glass of water on me this morning to wake me up,oh god_comma_ that must have been the worst way to wake up in the morning
5862,yeah i was furious we are in some sort of a prank war,oh_comma_ do you have any revenge planned?
5864,I saw a man slap his dog on the sidewalk a few times while I was on the bus.,Holy cow! Did you call him in?
5866,I should have_comma_ but last time my girlfriend did that the police ignored it. I was so angry.,Oh man! Do you have a dog?
5869,i cant wait for the weekend,The week just started_comma_ ha ha. Do you have some fun plans?
5871,yea i want to go fly fishing,Awesome_comma_ my brother-in-law does that. He loves it. Hope its beautiful weather for you!
5873,i loved taking care of my sisters pet,yea i also love my sister pet
5875,thats cool,yea its fun
5877,For 8 months we were led to believe we would move in to our own place. Lies,I'm sorry to hear that. It sounds very rough. What happened to it?
5879,Instead her stupid grandma moved in to it!,Oh jeez that's really awful. Can you get it back?
5881,While visiting the zoom_comma_ I noticed some of the workers going into a panic and then they began running. I learned later that lion had escaped it's enclosure!,omg that is so scary _comma_ especially if you took all your little ones with you that day
5883,I did. We ran to the closest bathroom and stayed inside for a while! I think the zoo is going to be in big trouble. They gave everyone a refund and also free tickets.,refund and tickets wont do anything _comma_ someone messed up big and they need to be fired
5885,I was supposed to mail off a check to pay a bill today and I forgot to put it in the mail when I left for work.,uhoh_comma_ I hope they dont have a late fee or anything attached to it
5887,I have a couple of more days but_comma_ its cutting it close.,make sure you do it when you get home
5890,I'm not really sure if I am going to be able to find a gift for my wife's birthday.,Why not?
5892,I had ordered it about 6 month's ago because it was a custom made gift_comma_ but the company called me and told me that it broke in the final step. I was supposed to get it tomorrow and there is no way that I will get it on time. I just don't know what to do now.,Oh no_comma_ that's awful. Maybe you can find something else to give her for her birthday but tell her you have another present that will arrive a little later.
5895,I had an email telling me I had a $124 gift voucher this morning,Was it real?
5897,Haha that was my first thought too. It actually was!,That's awesome. What are you going to buy?
5899,Thanks! No idea actually_comma_ it's for a department store here in Australia,Australia. I hope to go there some day
5901,You definitely should! It's a really cool place_comma_ but so hard to see everything because it's so big,I bet_comma_ I will get there one day
5903,the last person i talked to said they killed a rabbit.,I believe that was me
5905,ha. that makes 3 times we get linked together,Ha_comma_ well I still feel bad about it_comma_ I promise
5907,i know. i was just curious if we would be linked up again.,nice talking to you for sure
5910,Family is out of town for the week and I don't know what to do with myself.,I would enjoy the peace and quiet! Kick back_comma_ relax_comma_ and do whatever you want.
5912,Its just not the same without them around. I miss them.,Well in that case I hope they come home soon. My family is just annoying mostly.
5914,I have been living on my own and my dad paid three months rent in advance for me.,That was so nice of him!
5916,I wasn't even expecting it_comma_ it is really nice of him.,You are lucky to have a nice dad.
5919,i have such a great family. my wife and son are awesome!,I bet they are! You're a lucky man!
5921,its amazing watching a child grow up,It is. Mine are all grown now and it's like they grow up right before your eyes in a blink.
5923,I usually hate to ask for help_comma_ so when my friends all surprised me by taking turns bringing us meals for 2 weeks after my 4th child was born I was blown away. I was so relieved to have help.,Wow_comma_ 4 children my first is on the way and I'm freaking out. You must have great friends.
5925,That is so exciting_comma_ congratulations! We moved 17 hours away from family_comma_ so having a great group of friends is really important to us.,Thank You. That is our next step we are moving from NYC to Miami after the baby. How can we find friends like yours?
5927,Get involved in something. Church_comma_ a social club for interests you are in. I don't recommend parent groups_comma_ for some reason they get really nasty. Just find a way to connect with people. Having children is so much harder without a support system!,I see what you mean about a parents group. I joined a dads group in facebook and it's full of people who complain non stop about being an adult.
5929,I am really excited for this weekend,That's great! What do you have planned?
5931,my whole family is getting together for my moms birthday. Im excited to see all of my family members. it should be a lot of fun,That does sound like a lot of fun!
5933,My 19 year old cat died recently. I was devastated.,im sorry to hear that
5935,Thanks. I still think about him all the time.,you ever ever plan to get another ?
5938,I took in a kitten 2 months ago. I have been bottle feeding and raising her by hand.,Awww! How sweet! I love kittens_comma_ but it sounds like a lot of work!
5940,Well she was abandoned by her mother. Usually kittens are not so much work,That was so kind of you to take her in. Poor little thing needed a new caregiver!
5942,I hope I ace my math test on Monday.,Are you prepared?
5944,Very! I've had my presentation ready for days already!,What kind of math is on the test?
5946,It's an oral test_comma_ we had to do a presentation about various types of geometry. It was really weird but I think I have it down pat.,That is weird_comma_ I like calculus a lot.
5949,It's high time i get my self a girlfriend_comma_i feel so bored up,Are you trying to go out and meet some ladies
5951,Yeah_comma_ i'm so ready to date.I want to meet my person.,That is the first step. What you have to do next is be at your best behavior always
5953,Last week I had a wardrobe malfunction at work.,what happened
5955,My dress got shut in my car door and then it ripped as I tried walking away.,oh dang that stinks
5957,I felt a lot better in a bathing suit last time I wore one since I lost a little weight.,That is awesome! I am happy for you!
5959,Thank you_comma_ i feel better overall too.,That is what is most important!
5962,I'm happy with my new diet_comma_ I don't feel hungry and have cravings like I usually do,That's great! I've had trouble with changing my diet before. What kind are you doing?
5964,the ketogenic diet_comma_ I feel a lot more energetic now that I've cut carbs out. It's like my body was slowed down from processing all the sugars,I've heard that about keto. I might just try it sometime!
5966,I am so happy to be having a boy,That's great! Congratulations! Is this your first child?
5968,Thanks. Yes it is. I already got a crib and baby bath.,Congratulations_comma_ again. Parenthood is truly a great and wonderful experience.
5970,My parents paid for all my years in college. It would have cost me a small fortune_comma_ so I am forever thankful to them!,How nice of them. My oldest is paying her own way. I wish I was in a situation that I could help her more.
5972,Yeah_comma_ I felt really lucky not having to get student loans!,I'm sure it was a huge relief not having to worry about loans. I'm still dealing with mine and I graduated in 2448.
5974,I went to comic-con this year.. i felt like i was a child all over again,How expensive is that to go to?
5976,Depends on where you live. I spent 1444 bucks on it,That is not too bad if you had a good time though
5978,I finally saved enough money for a used car. It was a lot of effort but I'm glad I finally can drive again.,Oh_comma_ that's pretty cool_comma_ how long did it took?
5980,It took quite a while! About four months of extra cash.,I'm glad to hear it made you very happy_comma_ which car are you going to get?
5983,I going to see a doctor to know my blood test results and I hope that I don't have anything serious.,ok
5985,I am going to him this afternoon.,really?
5987,I had been losing pretty bad on this video game Dirt Rally. But recently_comma_ with some extra practice_comma_ I'm starting to hit the leader boards!,Awesome! I've never been able to sit that long_comma_ so getting really good at video games is hard for me
5989,Well_comma_ no matter what you're doing_comma_ it's always great to keep practicing and get better. I feel like I can take on anyone now!,That's neat. I wish I had your motivation for...well...everything else in life.
5991,Well the other week when I was low on funds and needed my energy drinks_comma_ I found out my mom had stocked up a bunch for me!,Wow_comma_ go mom! Is she always such a sweetheart?
5993,yes she is incredibly giving and always knows what everyone needs,I hope you guys let her know how appreciated she is!
5996,My friend bought a audi R8 last week. I am happy for him but however i kind of feel something inside,Audis are pretty nice. You must feel a bit jealous_comma_ hu?
5998,Haha_comma_ I am!! and also wondering how did he managed to buy that,He might have a large monthly payment.
6000,I just finished watching a series on netflix and now I am afraid to go outside alone in the dark.,what show was it ?
6002,documentary on serial killers,i loved the ed gein documentary
6004,I had to go to Walmart the other day to get my nephew a birthday present_comma_ he wanted Legos!,I love Legos! They have gotten expensive though.
6006,They really have! I was standing in the aisle looking at all the options and it just hit me_comma_ I don't have Legos all over my living room floor anymore. Talk about crying in the middle of Walmart because your kids have outgrown Legos!,Yeah_comma_ thinking about old toys makes me somewhat sad.
6008,I finally graduated college last year_comma_ it felt like it took SO long!,That is amazing_comma_ good work.
6010,Yes_comma_ I am so proud of myself for finally accomplishing it!,How long did it take you?
6012,My sister got a promotion at work last week!,oh that is awesome. what does she do?
6014,She is an accountant for a college in Alaska. She's been working their for years so I'm glad they saw her dedication :),that is great. my sister is an account too. she's also the office manager.
6016,I went to the Olive Garden for dinner tonight.,did you have fun? what did you eat?
6018,I had the chicken alfredo. It was somewhat fun. I was pleased with my meal.,eating outside every once in a while can always be needed to change your mood _comma_ glad you had fun!
6020,I hate flying. Something bad is going to happen_comma_ I feel it. I don't want to get on this flight.,oh no_comma_ why do you think like that.. All should be good
6022,Because_comma_ plane crashes are awful!,ah ok. If intuition tells not to fly. Lets not take chance. you should skip the flight
6024,I recently stole money from a friend,That's terrible_comma_ I hope you apologized_comma_ or at least returned it and it was stolen for a good reason.
6026,It actually just stolen so I could get ingredients for pancakes. I keep meaning to pay them back_comma_ but I haven't.,Well you should if it's weighing on you.
6029,I really hope my daughter doesnt get bullied in school.. its so bad now..,It really is bad everywhere and the bullying policies don't help.
6031,It really is scary being a parent and seeing how kids are to one another.,Yes it is. It makes me want to homeschool.
6033,This might sound odd_comma_ but I am looking forward to getting back to work after my current vacation ends.,That is so funny_comma_ but I know exactly how you feel. Sometimes vacations can get too long. Did you leave town?
6035,Yes_comma_ I took a trip to Hong Kong and Macau. I spent a couple days in Seoul_comma_ but I think I'm ready to stop sitting at home and get back to it haha.,That sounds like a heck of a trip!
6037,I've been saving up some money for my trip to Universal in October!,Sounds fun! How close are you to your target?
6039,About 5 hours. I live in South Florida so it's not too far,That should help with the cost then. How much money do you need to save?
6041,I used to be a member of a very cool dance crew. I miss those days,I'm not a very good dancer. What kind of dancing did you do?
6043,mostly hip hop. We were travelling and battling with other teams. It was really fun,Oh wow_comma_ that does sound fun
6045,I felt bad when I lied to my dad about missing a lunch meeting. I said I was sick and I was not,What did you do instead?
6047,I was hungover and lazy,well you could always take him out or do something he would like to make up for it im sure he wont mind
6049,when i was walking home last night i was robbed . was terrrible,oh god! that must have been so scary
6051,i just froze and did what they wanted. they pullled a gun and a knife. i gave them my money in my pocket and they left. it was 12 dollars,oh god! just hand them what they want_comma_ it's not worth your life
6053,I think I'm catching a cold_comma_ I hope it's nothing serious.,Oh my_comma_ I think you should stock up on Vitamin C and hydrate yourself just in case.
6055,That seems like a good idea_comma_ maybe some chicken noodle soup too.,I agree_comma_ hot chicken soup is the way to go. I hope its just the weather and not a cold
6057,I recently started working out daily and I was so anxious my first day.,Oh that's a great habit to have. Did you go to the gym?
6059,Yes i got 5 days a week now.,Wow that's a great accomplishment! I need to get back to the gym too.
6062,it is always better to get what you deserve .. how do you feel about this,I think so. Generally getting more or less than what you deserve to get is unbalanced.
6064,of course.. i felt it discouraging in some way..,I can understand that. Hopefully everything works out in the end though.
6066,My niece can't swim but has is staying with us for a bit and we have a pool. Her skills are increasing and her confidence is soaring!,thats awesome .. how long has she been learning?
6068,Just today and yesterday. She is 8 and hasn't had access to water as she lives in the mountains. She has gone from not being able to touch the bottom with her hand to picking up dive sticks and even swimming over the ladder in the deep end.,keep up the good work.
6071,I remember when I was a kid we use to play all day until the streetlights came on.,Yeah_comma_ it was fun...and so free.
6073,It was. My favorite game was kickball.,I lived in an apartment complex and there was a pool_comma_ so I loved swimming.
6075,I enjoy playing squash and I always feel confident when I am on court.,Woow_comma_ are you really good in the court?
6077,I think I am at my level. I generally win most of my matches.,Woow_comma_ I guess I will like to play you someday
6079,I'm going to ride a jet ski for the first time this weekend.,that is so stinking awesome
6081,Yeah I am excited and yet a bit nervous at the same time. Should be an experience.,it will be an adrenaline rush for sure
6083,My friend recently lended me their car so I can go out of town,That was nice of them. Did you have any problems with their car?
6085,They did not hesitate to lend me the car at all which is nice. No_comma_ I did not have any problems with the car.,THat is good to hear. What happened to your own car?
6088,i was looking at my old pictures the other day and it brought so much memories!,hope they were bad ones
6090,they weren't actually.,maybe you just don't realize they were bad because you're optimistic to a fault
6092,i was mad when i didnt get the day off,Oh shucks that's bad! Did you call in sick?
6094,i quit that mofo.,oh haha. Awesome! Now what are you gonna do?
6096,I'm not sure if you live in an area with much traffic_comma_ but here in Atlanta it's an every day thing. I was just sitting on the interstate the other day due to a wreck in front of us and I'd been there already for around 34 minutes.,I take the bus so I don't have to deal with the traffic_comma_ but man that sounds like it would really stink
6098,It does_comma_ but I guess I'm also kinda used to it. But I'm sitting there_comma_ just minding my own business_comma_ and this guy decides he's more important than anyone else. And he flies up the emergency lane beside me_comma_ completely blocking any emergency vehicles that may need to use it.,Wow he sounds like jerk!
6100,I told someone about my best friend's secret and I feel terribly bad about it.,oh no_comma_ was it a big secret?
6102,It was. I'm scared to tell her I told someone_comma_ but I feel so bad.,Do you think she will ever find out without you telling her?
6105,I went to an old part of town and these guys really scared me.,Oh no_comma_ next time you should bring a friend to be safe.
6107,I know that's smart i should not have gone alone.,It's okay_comma_ you got out fine this time!
6109,i loved taking care of my sisters pet,What kind of pet is it?
6111,a bearded dragon,No way! They scare me :( Is it easy?
6113,I got best employee award last month!!,Congrats! How did you do it_comma_ and where do you work?
6115,I work for a bank. It was due to automation idea i gave. Just sprang out of my mind. due to that they gave me. It was quite surreal,My mom worked at a bank_comma_ and it's not as easy as you'd think it'd be_comma_ that's for sure. Congratulations again!
6117,I am afraid of clowns.,oh gosh_comma_ me too!! especially the clown from the movie IT
6119,Yes I saw that movie and cried.,i slept with a light on for a couple of night lol
6121,In college I was in a class with an older woman who stole my ideas for a paper.,Oh wow! that stinks. Im sorry
6123,It's ok. I'm basically over it now_comma_ but it was really angering then.,I bet it was. At least its over now
6125,I saw my girlfriend with another man. I was going to propose to her that day...,Oh wow! I'm really sorry to hear that. That must have been shocking. Have you broken up now?
6127,Yes I have. I am still so devastated that I have been in bed all day.,Oh I can understand the feeling. You should take some time for yourself before you try to do much else.
6129,I was walking in the grocery store and i fell and slipped in some spilled milk.,That is terrible. Did you get hurt badly?
6131,No not at all. I just got up and couldnt stop laughing at myself. I could feel the heat coming off of my face.,Were there a lot of people around?
6133,Walking to a restaurant the other day and I forgot to hold the door open for an old lady_comma_ felt so bad about it because she was right next to the door too.,It was nice of you to at least think of it. I'm sure she wasn't that upset.
6135,I hope so_comma_ i usually hold it open for everybody but i was distracted and didn't see her.,It's totally understandable. Life can get really busy sometimes!
6137,I'm so happy to have my son in my life_comma_ he has taught me a lot about life in general.,That's so amazing. It's an incredible thing to be a parent!
6139,Right_comma_ so many hidden appreciations you learn!,I wouldn't change it for the world
6141,my cat vomited on my carpet today,Oh geez! I bet that was a CATastrophe!
6143,indeed it was not a fun time,I bet. I would've been sick.
6145,o I have this neighbor who lives down the street who walks her dog without a leash. It is so annoying and its some kind of pit mix dog and it scares me that she has him off leash. I also found poop in my yard and I'm prestty sure it was from that dog! ugh!,well_comma_ that's not nice at all.
6147,i know! how rude!,you can confront them about it.
6149,Ever since I started riding my motorcycle_comma_ traffic has been an interesting affair. Sometimes I think drivers are mad or confused at me_comma_ but they really just want to talk about the bike!,I bet that is an experience you are still trying to get used to
6151,Oh_comma_ for sure. I always try to ride defensively and so I don't cause offense to others_comma_ but it can really be random sometimes.,I see a lot of cars that do not watch out for motorcycles_comma_ be careful out there
6153,I love live music_comma_ that's why I try to go to concerts,I do too. Wat do you like?
6155,My prefer is Rock but I can listen any kind Romantic or even pop,me too
6157,I was sitting on my back deck drinking a cup of coffee and just felt so wholesome and happy with life. It was great . You ever have any of those moments?,I certainly do. Lucky to be healthy and able
6159,I always try to look for the small things. I got to see a hummingbird today and that was great. Anything small in your life make a big impact?,Good question. I am thankful to be able to park my car in my garage!
6162,Today was a nice sunny day. I went to the park to read a book.,I do love to read as well
6164,It really strengthens the mind! It felt so refreshing reading beneath the trees in the sunshine.,That sounds so nice
6166,I cheated on my boyfriend once.,Did you tell him_comma_ or did he find out?
6168,I told him and I felt horrible and terrible for my actions.,Awe_comma_ I am sorry. In those instances_comma_ nobody wins. I hope you guys came out of it stronger than before
6170,I got the wrong part for my mower.,Are you going to get the right part?
6172,It said it fit my lawn mower but it didn't_comma_. Such a bummer! So I don't know how to get the right part? I have to pay extra now :/,I am sure you can find help online
6175,I am happy right now_comma_ I have a girlfriend_comma_ a good job_comma_ and a good group of friends,sounds like your life is perfect. that's amazing. i'm happy for you
6177,Thank you_comma_ I appreciate that!,where do you work?
6179,i am really happy for next year i have a trip planned to go to india,That sounds like fun! I've always wanted to visit India.
6181,yeah i have been planning this trip for over 2 years,Nice. I hope you have a great time!
6183,I walked to the store today and didnt even have my purse.,Did you have any money?
6185,I left it home. The guy knows me though. I will bring it to him tomorrow.,That's good he is nice like that.
6188,This girl just invited me out on a date. She seems sweet and I'm interested.. more interested in her than I am this other girl I've been seeing for a few weeks. But I feel bad just dropping this girl I've been seeing recently. Like_comma_ wouldn't that be rude?,I think if it's done without care then yes_comma_ care for what she would feel that is. Maybe you just have to tell the truth about what you're feeling_comma_ but it's up to you!
