id            ,speaker_utterance                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,listener_utterance                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,s_negative    ,s_neutral    ,s_positive   ,l_negative   ,l_neutral    ,l_positive   ,predictions_ER ,valence_speaker     ,arousal_speaker      ,dominance_speaker    ,valence_listener     ,arousal_listener     ,dominance_listener   ,s_word_len ,l_word_len ,agreeing             ,acknowledging        ,encouraging          ,consoling            ,sympathizing         ,suggesting           ,questioning          ,wishing               ,neutral              ,mimicry ,empathy
sub_9_conv_5  ,"Yeah sure, maybe you become a fan of football too. It's fun."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"Yeah, let's see how it goes."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0.003043757   ,0.0542254    ,0.9427309    ,0.094731085  ,0.70665187   ,0.19861706   ,             0 ,0.5276              ,0.154                ,0.2168               ,0.145                ,-0.29                ,-0.244               ,        12 ,         6 ,0.00148660538252443  ,0.996594488620758    ,0.000516759697347879 ,0.000595761172007769 ,6.93617694196291E-05 ,2.12933173315832E-05 ,0.000179031689185649 ,0.000428427418228239  ,0.000108286745671649 ,      0 ,      1
sub_9_conv_6  ,"Maybe as you have noticed, the last few weeks I've been bringing my own food from home because I'm trying to lose some weight and diet went well for probably, maybe one week because Just on the weekend I ate by myself directly from the bottle like one kilogram of ice cream."                                                                                                                                                                                                                                                                                                                  ,Wow one kilogram of ice cream that sounds a lot. It's like it's because of summer?                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0.010222759   ,0.18311572   ,0.80666155   ,0.03867117   ,0.25669795   ,0.70463085   ,             0 ,0.157125            ,-0.351125            ,-0.17975             ,0.25175              ,-0.34                ,-0.243               ,        52 ,        16 ,8.84209584910423E-05 ,0.00286176870577037  ,4.14003552577924E-05 ,2.40893186855828E-05 ,0.000441145413788036 ,0.000464741780888289 ,0.995849847793579    ,0.000107722116808873  ,0.000120825316116679 ,      1 ,      1
sub_9_conv_6  ,"I don't know, in part yes, it's been hot these days, but I just, I cannot support just eating healthy food, it's not, it doesn't taste good, so I wanted to eat something good, and I ended up eating just chocolate ice cream."                                                                                                                                                                                                                                                                                                                                                                     ,"Yeah, makes sense, like, if you don't like the usual food, like, you should try something new."                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0.8229451     ,0.15133142   ,0.025723437  ,0.35279828   ,0.55329984   ,0.09390185   ,             0 ,0.493176470588235   ,-0.189294117647059   ,0.0225882352941176   ,0.479111111111111    ,-0.226222222222222   ,-0.0317777777777778  ,        43 ,        17 ,0.00130521378014237  ,0.109095945954323    ,0.000132123735966161 ,4.68712205474731E-05 ,0.0022712720092386   ,0.877473771572113    ,0.00500961253419519  ,0.00114377588033676   ,0.00352139631286263  ,      1 ,      1
sub_9_conv_6  ,"Eh, I guess I cannot do anything about it. Diet can wait."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Yeah, of course, like, you know, you can do dieting anytime, but like, you have to eat everyday, right?"                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0.60728234    ,0.36244434   ,0.030273309  ,0.14591858   ,0.74927354   ,0.10480789   ,             0 ,-0.138              ,-0.423333333333333   ,-0.264               ,0.435111111111111    ,-0.217555555555556   ,0.05                 ,        12 ,        19 ,0.000597547274082899 ,0.000222130416659638 ,6.60815712762996E-05 ,3.07026311929803E-05 ,0.00105846696533263  ,0.000203294737730175 ,0.983038306236267    ,0.000425909121986479  ,0.0143575146794319   ,      0 ,      1
sub_9_conv_6  ,and I will continue eating ice cream                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,I think like maybe for now it's okay but like it's better to control that as well                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.02198607    ,0.3689602    ,0.60905373   ,0.014237991  ,0.40967932   ,0.57608265   ,             0 ,0.3025              ,-0.279               ,-0.167               ,0.4765               ,-0.267               ,0.159                ,         7 ,        17 ,0.000137762166559696 ,0.000155900852405466 ,0.000193477608263493 ,0.00034783931914717  ,0.0025519176851958   ,0.995194971561432    ,0.00126009329687804  ,5.21018082508817E-05  ,0.000105903396615759 ,      1 ,      1
sub_9_conv_7  ,"Seeing like a lion here at the zoo. I mean it's the second time I see a lion, this time in a zoo. But the first time I saw one was when I was a child. I went to the circus once. And back then, circus were able to have wild animals. and I got to see this lion making tricks like jumping from one place to another these kind of things it was it was awesome"                                                                                                                                                                                                                                  ,oh yeah like that sounds pretty cool but like I'd like to know like where are you from                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0.002305846   ,0.044184424  ,0.95350975   ,0.0033981185 ,0.07582979   ,0.92077214   ,             0 ,0.240451612903226   ,-0.0755483870967742  ,0.0529032258064516   ,0.5415               ,-0.137               ,0.057                ,        77 ,        18 ,0.00059920089552179  ,0.997919976711273    ,0.000101421690487769 ,0.000341443199431524 ,0.000165120989549905 ,2.84167999780038E-05 ,4.84526972286403E-05 ,0.000280372041743249  ,0.000515658524818718 ,      1 ,      1
sub_9_conv_7  ,I'm just from here but 20 years ago circus could have animals and now it's forbidden so you can see these kind of animals only at the zoo now                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,okay I see but like I'm kind of new to here so I thought like seeing animal is not kind of popular here so that's why you haven't seen this kind of animal before right                                                                                                                                                                                                                                                                                                                                                                                ,0.8218251     ,0.1687482    ,0.009426684  ,0.47813645   ,0.4851081    ,0.036755472  ,             0 ,0.2345              ,-0.1875              ,-0.05325             ,0.531                ,-0.242               ,0.113                ,        29 ,        35 ,0.000588431605137885 ,7.95540763647295E-05 ,1.6204416169785E-05  ,4.76440072816331E-05 ,5.43591995665338E-05 ,5.87958711548708E-05 ,5.8325251302449E-05  ,2.03487270482583E-05  ,0.999076247215271    ,      1 ,      1
sub_9_conv_7  ,yeah definitely it's more difficult to see these type of animals around here i don't know maybe it's different in other countries                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,yeah for me it's not really exciting because like i have seen many animals in my country so yeah                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0.5562911     ,0.4160348    ,0.027674165  ,0.73652947   ,0.22862382   ,0.034846723  ,             0 ,0.1095              ,-0.2145              ,-0.0435              ,0.458                ,-0.0248              ,0.2136               ,        22 ,        19 ,0.000123335383250378 ,0.000152701730257832 ,1.97888057300588E-05 ,4.20593496528454E-05 ,6.55569965601899E-05 ,3.0026660169824E-05  ,0.000112371322757099 ,1.62660180649254E-05  ,0.999437987804413    ,      0 ,      1
sub_9_conv_7  ,nice maybe I should visit your country sounds exciting                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,yeah you should because like you can do Safari and you can see many different types of animals there so you should visit sometimes                                                                                                                                                                                                                                                                                                                                                                                                                     ,0.00172333    ,0.015592183  ,0.98268455   ,0.003688921  ,0.13228868   ,0.8640223    ,             0 ,0.6456              ,0.0776               ,0.19                 ,0.27075              ,-0.1785              ,-0.08825             ,         9 ,        24 ,0.00015373423229903  ,0.00190273066982627  ,3.46171473211143E-05 ,0.000115129754703958 ,0.00339386402629316  ,0.982621014118195    ,0.00769397988915443  ,0.000203733914531767  ,0.00388119439594448  ,      1 ,      1
sub_9_conv_8  ,"As you know, I just sent my daughter to college, so she had to move to another state to go there. I thought she attended school for the last six months, but she's been lying to me. She called me from the school just last week and turns out that she didn't go to her lessons for the last four months. I don't know what's going on with her and she doesn't answer my calls. I don't know what to do."                                                                                                                                                                                         ,"Wow, that sounds bad. I think you should keep track of what she's doing right now."                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,0.92180073    ,0.07328954   ,0.004909729  ,0.92029494   ,0.074649125  ,0.0050559943 ,             0 ,0.269363636363636   ,-0.197363636363636   ,0.0681818181818182   ,0.192666666666667    ,-0.0876666666666667  ,0.0573333333333333   ,        81 ,        16 ,0.00654902448877692  ,0.884529948234558    ,0.00020615360699594  ,0.000238520107814111 ,0.000903644657228142 ,0.105304464697838    ,0.000223454102524556 ,0.00169839127920568   ,0.000346382410498336 ,      1 ,      1
sub_9_conv_8  ,"Yes, I will have to drive there and try to find her in person because there is no other way for me to contact her. I don't know even if she's okay or not. I'm scared."                                                                                                                                                                                                                                                                                                                                                                                                                              ,yeah I think like you should try to contact teachers as well like and maybe you should talk with her friends to know what's going on with her right yeah right                                                                                                                                                                                                                                                                                                                                                                                         ,0.85244685    ,0.13801797   ,0.009535173  ,0.027380023  ,0.85052073   ,0.12209913   ,             0 ,0.212666666666667   ,-0.0102222222222222  ,0.114444444444444    ,0.507454545454545    ,-0.215090909090909   ,0.230545454545455    ,        36 ,        31 ,0.000935937801841646 ,0.000150132837006822 ,7.25603822502308E-05 ,0.000104862090665847 ,0.00095530494581908  ,0.995806217193604    ,0.00175168295390904  ,6.52322414680384E-05  ,0.000157955015311018 ,      1 ,      1
sub_9_conv_8  ,I forgot I had that option I will check here social media and see if I can contact some of her friends maybe that's the i can finally know if she's okay at least                                                                                                                                                                                                                                                                                                                                                                                                                                     ,yeah but do you remember like what we have what we did when were kids like maybe they also try to do some crazy stuff so you have to take a good care of her otherwise like you know sometimes things gonna go bad right                                                                                                                                                                                                                                                                                                                               ,0.015066796   ,0.53319186   ,0.45174134   ,0.44486362   ,0.50631857   ,0.048817836  ,             0 ,0.3412              ,-0.1974              ,0.0496               ,0.277666666666667    ,-0.103666666666667   ,-0.0916666666666667  ,        34 ,        45 ,0.00366661348380148  ,0.000343294872436672 ,0.000282226217677817 ,5.05098250869196E-05 ,0.000451705971499905 ,0.972645699977875    ,0.0192100442945957   ,0.000165390883921646  ,0.00318456091918051  ,      1 ,      1
sub_9_conv_8  ,yeah for now I just want to to know that she's alright and try to understand why she did this because she's a good daughter so probably something bad happened to her or bad friends I don't know I would try to help her overcome this together                                                                                                                                                                                                                                                                                                                                                      ,yeah you should I think like everything gonna be fine just talk to her then maybe you can find a solution for that                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0.11219365    ,0.56638795   ,0.32141834   ,0.0059594326 ,0.1997628    ,0.7942777    ,             1 ,0.324               ,-0.0333333333333333  ,0.128266666666667    ,0.539142857142857    ,-0.256857142857143   ,0.143714285714286    ,        47 ,        23 ,0.000190779624972492 ,0.000154774723341689 ,6.74185866955668E-05 ,0.00012540613533929  ,0.00161564059089869  ,0.995073616504669    ,0.00256856018677354  ,9.75937873590738E-05  ,0.000106152358057443 ,      1 ,      1
sub_11_conv_1 ,"The other day when I was walking around I went to buy some wood for something that I needed to do in my house but the surprising thing is that I just saw some guy walking around with a huge load of lumber on his shoulder and he was just carrying it like it was nothing and it was pretty heavy wood. I think it was like, what, 150 kilograms?"                                                                                                                                                                                                                                                ,"Wow, that's impressive. Did he look buff?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0.27924216    ,0.56022173   ,0.16053611   ,0.0019328777 ,0.034780737  ,0.9632864    ,             0 ,0.20704             ,-0.204               ,0.03928              ,0.374                ,0.122666666666667    ,0.232666666666667    ,        70 ,         7 ,4.21823933720589E-05 ,0.00011276423902018  ,1.24270663945936E-05 ,4.57557725894731E-05 ,0.000261250010225922 ,0.000609069829806685 ,0.998681604862213    ,5.58666652068496E-05  ,0.000179077891516499 ,      0 ,      2
sub_11_conv_1 ,"Oh yeah, he was like really muscular, but I just found it impressive that people can actually carry around that kind of weight like in everyday life i thought that was like only things that bodybuilders did for like training and stuff"                                                                                                                                                                                                                                                                                                                                                          ,yeah 150 kilograms is impressive like for anyone maybe he's like uh he's been working there like for a long time?                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.02401832    ,0.3008226    ,0.6751591    ,0.010443296  ,0.20373115   ,0.7858256    ,             0 ,0.394235294117647   ,-0.151882352941176   ,0.0702352941176471   ,0.33325              ,-0.15625             ,0.0985               ,        42 ,        21 ,0.000344821542967111 ,0.00133879319764674  ,9.53015842242166E-05 ,4.3359053961467E-05  ,0.001390689634718    ,0.99407309293747     ,0.00246470957063138  ,0.000115506431029644  ,0.000133598339743912 ,      1 ,      2
sub_11_conv_1 ,"Yeah, maybe. Like, I didn't know that working in that profession made you like so strong, but it's pretty amazing, you know?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"It's like, I'm also surprised, like, I had no idea somebody was capable of doing such things."                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,0.006874183   ,0.04014635   ,0.95297945   ,0.63179106   ,0.31642658   ,0.051782407  ,             0 ,0.573555555555556   ,0.0311111111111111   ,0.326                ,0.395333333333333    ,-0.0306666666666667  ,-0.0193333333333333  ,        22 ,        17 ,0.000139375275466591 ,0.000255688937613741 ,2.1386756998254E-05  ,4.2593244870659E-05  ,5.63577777938917E-05 ,7.672343053855E-05   ,5.74419937038328E-05 ,1.09057255031075E-05  ,0.999339520931244    ,      1 ,      2
sub_11_conv_2 ,"So, I was reading the other day about news and I read a very very sad story about a kid, a baby who was born premature and she ended up actually passing away because you know once you are born premature you have to have access to medication and the parents because they were like religious they didn't believe in medication so they just never gave her medicine or anything and she ended up passing away and that was like really sad to to read"                                                                                                                                          ,uh also for me now that i hear about this story i cannot believe somebody just didn't care about the life of their own daughter or like a son i don't believe such people exist in this world                                                                                                                                                                                                                                                                                                                                                          ,0.96182203    ,0.035429344  ,0.002748611  ,0.97408426   ,0.023796115  ,0.0021196576 ,             0 ,0.245096774193548   ,-0.248903225806452   ,0.0109677419354839   ,0.520666666666667    ,-0.182               ,0.217166666666667    ,        85 ,        38 ,0.000593869190197438 ,0.000271223543677479 ,1.34993433675845E-05 ,3.15993711410556E-05 ,8.62960296217352E-05 ,7.18146038707346E-05 ,0.000194984400877729 ,1.84416330739623E-05  ,0.99871826171875     ,      1 ,      3
sub_11_conv_2 ,"Yeah, it's a really sad thing and it kinda takes away your faith for humanity, right? It's like, how can you be so callous as to just allow that because you believe in something that you haven't seen? I don't know, it's really sad that we have these things happen in real life, you know?"                                                                                                                                                                                                                                                                                                     ,"Yes, it's like how people can do these extreme things just based on what they believe or their beliefs. You could say that they sacrificed their unborn son or daughter just because of their beliefs. I think that we should put at a higher level human values and consider life as the most important thing."                                                                                                                                                                                                                                      ,0.96435714    ,0.03290156   ,0.0027413392 ,0.58462244   ,0.36704463   ,0.048332885  ,             1 ,0.275578947368421   ,-0.226526315789474   ,0.0448421052631579   ,0.383909090909091    ,-0.165909090909091   ,0.125090909090909    ,        55 ,        55 ,0.0556396953761578   ,0.479090094566345    ,0.00114626064896584  ,0.0019027910893783   ,0.000610327930189669 ,0.374504953622818    ,0.00142508198041469  ,0.000176043031387962  ,0.0855047181248665   ,      1 ,      3
sub_11_conv_2 ,"Yeah, it's really sad that we haven't done anything in the law or anything to stop these kinds of things to happen, because that's someone that could have been saved, and that's the kind of thing that just makes you depressed or wild after you read about it."                                                                                                                                                                                                                                                                                                                                  ,"Yes, I understand the feeling. I feel the same actually. There should be something we can do as a society to protect people, especially those like, they cannot defend themselves, like kids, protect them from the rest of the world."                                                                                                                                                                                                                                                                                                               ,0.9616244     ,0.035519466  ,0.0028560976 ,0.27585244   ,0.6139829    ,0.11016462   ,             1 ,0.0693333333333333  ,-0.1505              ,-0.0436666666666667  ,0.482714285714286    ,-0.0858571428571429  ,0.142571428571429    ,        48 ,        40 ,0.0947776809334755   ,0.0423616133630276   ,0.000356392265530303 ,0.000632866751402617 ,0.000696302158758044 ,0.856921434402466    ,0.000556814658921212 ,0.000288629875285551  ,0.00340817822143435  ,      0 ,      3
sub_11_conv_3 ,"One thing that I anticipated a lot was the first time that I went to play Dungeons and Dragons. It was with a group of friends and they were all really into the game and I didn't know anything about it. So people were like, yeah, you'll be fine. But I didn't know what I was doing. And I felt kind of dumb. But at the end of the day, they also had fun. I tried my best. And it was really fun. And after that, I was looking forward to the next session."                                                                                                                                 ,"I'm happy to hear that story. It's always difficult to start something new because maybe you feel like you will make mistakes. And also you started to play with a new group of people, I understand. Is that correct?"                                                                                                                                                                                                                                                                                                                               ,0.0071518337  ,0.058009665  ,0.93483853   ,0.12496501   ,0.3976365    ,0.47739846   ,             1 ,0.294230769230769   ,-0.117384615384615   ,0.0465384615384615   ,0.398                ,-0.0216470588235294  ,0.0875294117647059   ,        94 ,        39 ,0.00175026326905936  ,0.000246683252044022 ,0.00021938284044154  ,6.2389844970312E-05  ,0.000710907217580825 ,0.986600816249847    ,0.0100348498672247   ,0.000125164602650329  ,0.000249521777732298 ,      1 ,      2
sub_11_conv_3 ,"So yeah, that's actually correct. I was playing with an entire different group of people who were already very into it. And it was interesting because they all already knew what they were doing and I didn't. But yeah, I think it went pretty well. And yeah, that's what got me into that hobby."                                                                                                                                                                                                                                                                                                ,So you continue playing with them in the same group? Continue playing Dungeons & Dragons?                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0.0029804548  ,0.0371512    ,0.9598683    ,0.060057286  ,0.8740292    ,0.06591349   ,             0 ,0.5                 ,-0.0677777777777778  ,0.167777777777778    ,0.06                 ,0.0824               ,0.1424               ,        54 ,        15 ,5.07361692143604E-05 ,8.36018734844402E-05 ,2.77059498330345E-05 ,2.53775124292588E-05 ,0.00053873035358265  ,0.000486381439259276 ,0.998550236225128    ,0.000115507427835837  ,0.000121706740173977 ,      0 ,      2
sub_11_conv_3 ,"Yeah, I've actually been playing for a while now. and with the same group I changed groups a few times but yeah like I always get excited when we're going to play another session"                                                                                                                                                                                                                                                                                                                                                                                                                  ,awesome it's a great hobby to have                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0.0017720347  ,0.031789374  ,0.96643865   ,0.0023735198 ,0.015333515  ,0.98229295   ,             1 ,0.340666666666667   ,0.0295555555555555   ,0.0513333333333333   ,0.761                ,0.2555               ,0.3825               ,        34 ,         7 ,0.000284375651972368 ,0.998298227787018    ,0.000438298389781266 ,8.24047310743481E-05 ,6.98801886755973E-05 ,6.66457344777882E-05 ,9.15682758204639E-05 ,0.000622892403043807  ,4.56490488431882E-05 ,      1 ,      2
sub_11_conv_4 ,Once I was having dinner and it was like a really good Italian place and I was having the time of my life eating stuff and suddenly I opened a ravioli and there was like a huge hair baked into it that's like super super gross and it kind of ruined the evening for me it was like                                                                                                                                                                                                                                                                                                                ,i don't even know what to say it's like it's horrible how how that could happen such a nice restaurant did you do you complain                                                                                                                                                                                                                                                                                                                                                                                                                         ,0.9210168     ,0.06577369   ,0.013209505  ,0.9553173    ,0.03982791   ,0.0048548453 ,             0 ,0.332952380952381   ,-0.172761904761905   ,-0.0371428571428571  ,0.18075              ,0.02025              ,0.02275              ,        58 ,        25 ,0.516166865825653    ,0.479104429483414    ,0.00135293952189386  ,0.000297379854600877 ,0.000171804887941107 ,0.000218580549699254 ,0.000196580440388061 ,0.0010782532626763    ,0.00141319970134646  ,      1 ,      3
sub_11_conv_4 ,yeah I did end up complaining actually the manager wasn't that helpful they were also telling me that I had was trying to scam the restaurant which made me more mad because I think that they were trying to cover for the for the cook who did that and it just kind of ruined the reputation of that restaurant for me                                                                                                                                                                                                                                                                             ,right I get it Maybe some people try to actually cheat and do what they thought you was doing. Do you think that's possible or is it just a tactic to protect themselves from these mistakes?                                                                                                                                                                                                                                                                                                                                                          ,0.97395724    ,0.02431541   ,0.0017273857 ,0.6190358    ,0.36354867   ,0.017415602  ,             0 ,0.157714285714286   ,-0.0571428571428571  ,0.0222857142857143   ,0.226                ,0.00630769230769232  ,0.128153846153846    ,        61 ,        36 ,0.000545072718523443 ,8.56464175740257E-05 ,0.000141624754178338 ,0.000145853235153481 ,0.000497875618748367 ,0.963025867938995    ,0.0349932499229908   ,0.000116553572297562  ,0.000448291684733704 ,      1 ,      3
sub_11_conv_4 ,I think it's more like a tactic. I don't think it's like that common that people scam and I think that's really really bad behavior on the part of the of the restaurants because even if someone is trying to scam like the restaurant it's still like something that they should take into account and I don't think you can fake a hair inside of the food                                                                                                                                                                                                                                         ,"Right, so you had the evidence. So just a shame. They lost a customer."                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.91143775    ,0.08432651   ,0.004235714  ,0.8804008    ,0.11165495   ,0.007944327  ,             0 ,0.20728             ,-0.17088             ,-0.03352             ,-0.1756              ,0.046                ,-0.0144              ,        67 ,        14 ,0.00591592118144035  ,0.000145410929690115 ,2.93873617920326E-05 ,3.73598595615476E-05 ,5.87910653848667E-05 ,0.000220496891415678 ,0.00063737912569195  ,4.31581647717394E-05  ,0.992911994457245    ,      0 ,      3
sub_11_conv_5 ,so this is going to sound really crazy but I think I may have actually seen a ghost the other night like I was walking and it was the middle of the night and it was in the countryside so there was no one around and I was feeling pretty nervous you know it's dangerous and stuff but then I saw two little lights like the reflections from eyes and I thought it was a dog or something but I shine my flashlight over there and then I see that the two dots like stand straight up and I just I was so terrified I ran all the way back home.                                                 ,"Wow. It's like something happened. These kind of things happen only in the movies. It's like wow. I'd be also so scared if that happens to me. So do you think it actually happened? So, you think it was actually a ghost?"                                                                                                                                                                                                                                                                                                                          ,0.5964107     ,0.36016735   ,0.043421928  ,0.49791753   ,0.41336346   ,0.088718966  ,             0 ,0.155333333333333   ,-0.170717948717949   ,-0.126974358974359   ,0.259454545454545    ,-0.0281818181818182  ,-0.0741818181818182  ,       111 ,        42 ,8.54020690894686E-05 ,0.000358286575647071 ,1.62101514433743E-05 ,2.86235481326003E-05 ,0.000677563308272511 ,0.000455477915238589 ,0.998117327690125    ,5.71604941796977E-05  ,0.000204070980544202 ,      1 ,      1
sub_11_conv_5 ,"Look, I don't know, but I feel like it might have been something weird. I found it like super, super scary. So maybe it was someone, even if it was someone, that's still pretty scary that they were hanging out in the middle of the night in a road like a countryside road I still think that's pretty scary but I don't know there are so many things that you can't explain"                                                                                                                                                                                                                   ,what did you do are you okay                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,0.85555845    ,0.13416743   ,0.010274125  ,0.15051056   ,0.7669393    ,0.08255018   ,             0 ,0.22856             ,-0.00807999999999999 ,0.03656              ,0.34                 ,0.096                ,0.072                ,        72 ,         7 ,5.03723349538632E-05 ,3.4738866816042E-05  ,3.42841522069648E-05 ,3.70272537111305E-05 ,0.000119740732770879 ,0.000222444665268995 ,0.998214602470398    ,0.000122613273561001  ,0.00116420187987387  ,      1 ,      1
sub_11_conv_5 ,I'm okay now but I went straight home running made it home like I was sweating it was like super weird experience and I couldn't sleep at all after that now I'm doing okay but I try to about it avoid that road                                                                                                                                                                                                                                                                                                                                                                                     ,I understand I do the same like at least for for a while just a point going the same place where this weird thing happened it's hopefully nothing bad like that is gonna happen to you again                                                                                                                                                                                                                                                                                                                                                           ,0.17528595    ,0.4247551    ,0.39995894   ,0.18086165   ,0.5828257    ,0.2363126    ,             0 ,0.308461538461538   ,-0.0463076923076923  ,-0.00153846153846154 ,0.0884               ,-0.1482              ,-0.1028              ,        43 ,        37 ,0.26609742641449     ,0.0100022340193391   ,0.32593497633934     ,0.395277470350266    ,0.000287228001980111 ,0.000685718958266079 ,0.000323514017509297 ,0.00055154348956421   ,0.000839868909679353 ,      0 ,      1
sub_11_conv_6 ,"The thing that made me angry last weekend that I was furious was that I got a flat tire in the middle of the road. I was driving back home from a night out and suddenly I realized that my tire is flat so I pulled over to the side of the road and I realized that there was like a spike, like a railroad spike inside of my tire. So someone left that outside on the road and now I have to pay like a lot of money to get a new tire."                                                                                                                                                        ,"Yeah, this kind of thing sometimes happens. Is there someone you think that has a grudge on you or something?"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,0.93169117    ,0.060482107  ,0.007826772  ,0.56172055   ,0.42595083   ,0.012328641  ,             0 ,0.106121212121212   ,-0.142               ,-0.0983636363636364  ,0.134                ,-0.2415              ,-0.045               ,        94 ,        20 ,6.6281936597079E-05  ,6.31996372248977E-05 ,1.9137794879498E-05  ,3.51164671883453E-05 ,0.000284766807453707 ,0.000193288185982965 ,0.999144315719605    ,6.72071837470867E-05  ,0.000126608050777577 ,      1 ,      1
